Plant types,Sites,Age(years),Shoot mass(g),Actual stand density(no./m2),Ann.Rainfall (mm),Ann. Mean Temp.(oC),PET(mm),ALT.(m),LAT.(N  deg.),LON.(E  deg.),Reference
Temperate/subtropical montane Populus-Betula deciduous forest,Jilin,68,106286.1736,0.1244,333.83,4.266666667,801.73,650,43.3,129.7,Luo 1996
Temperate/subtropical montane Populus-Betula deciduous forest,Jilin,35,134488.1075,0.0967,365.26,2.691666667,776.58,800,43.3,129.2,Luo 1996
Temperate/subtropical montane Populus-Betula deciduous forest,Jilin,38,169189.5604,0.0728,370.28,2.866666667,767.62,700,42.7,129.4,Luo 1996
Temperate/subtropical montane Populus-Betula deciduous forest,Jilin,37,46603.36797,0.2791,372.29,2.741666667,758.83,847,42.6,129.5,Luo 1996
Temperate/subtropical montane Populus-Betula deciduous forest,Jilin,25,22309.39498,0.4066,481.04,2.7,830.23,650,43.5,126.7,Luo 1996
Temperate/subtropical montane Populus-Betula deciduous forest,Jilin,40,132128.0603,0.1062,504.73,3.3,834.36,684,42.9,127.1,Luo 1996
Temperate/subtropical montane Populus-Betula deciduous forest,Liaoning,34,73247.6489,0.1595,265.25,6.225,1013.77,500,42,119.4,Luo 1996
Temperate/subtropical montane Populus-Betula deciduous forest,Mongolia,50,68715.23179,0.151,310.78,-5.141666667,618.04,712,50.8,121.5,Luo 1996
Temperate/subtropical montane Populus-Betula deciduous forest,Mongolia,28,11803.27869,0.732,208.74,7.341666667,1052.11,1750,42.3,119,Luo 1996
Temperate/subtropical montane Populus-Betula deciduous forest,Mongolia,37,38269.82492,0.2913,281.47,7.2,1045.87,1434,41.6,119.3,Luo 1996
Temperate/subtropical montane Populus-Betula deciduous forest,Mongolia,69,167311.9605,0.0811,215.39,-0.841666667,763.69,150,49.5,122,Luo 1996
Temperate/subtropical montane Populus-Betula deciduous forest,Mongolia,58,68956.22896,0.1188,309.16,-2.333333333,681.3,677,50.4,124,Luo 1996
Temperate/subtropical montane Populus-Betula deciduous forest,Mongolia,79,226600.4963,0.0403,297.99,-1.608333333,649.05,800,51.7,126.6,Luo 1996
Temperate/subtropical montane Populus-Betula deciduous forest,Mongolia,38,21513.51351,0.4255,136.67,7.308333333,1106.71,800,40.7,109.4,Luo 1996
Temperate/subtropical montane Populus-Betula deciduous forest,Mongolia,68,84983.53458,0.1822,299.22,-0.066666667,740.77,600,48.5,122.1,Luo 1996
Temperate/subtropical montane Populus-Betula deciduous forest,Ningxia,29,26750,0.2,328.12,4.65,830.05,2125,35.6,106.27,Luo 1996
Temperate/subtropical montane Populus-Betula deciduous forest,Qinghai,39,20201.87455,0.2774,292.85,2.008333333,879.78,2650,37,101.8,Luo 1996
Temperate/subtropical montane Populus-Betula deciduous forest,Shanxi,43,35835.02366,0.1479,378.13,8.85,982.27,1838,35.43,111.98,Luo 1996
Temperate/subtropical montane Populus-Betula deciduous forest,Shanxi,55,59937.6947,0.0642,378.13,8.85,982.27,1675,35.47,111.99,Luo 1996
Temperate/subtropical montane Populus-Betula deciduous forest,Shanxi,29,14270.08835,0.2377,354.09,8.433333333,991.1,1590,36.18,111.02,Luo 1996
Temperate/subtropical montane Populus-Betula deciduous forest,Shanxi,35,40959.18367,0.098,357.79,7.7,972.92,1700,36.27,111,Luo 1996
Temperate/subtropical montane Populus-Betula deciduous forest,Shanxi,57,187086.9565,0.046,345.16,7.975,990.6,1420,36.53,111.89,Luo 1996
Temperate/subtropical montane Populus-Betula deciduous forest,Shanxi,36,55701.55902,0.0898,357.23,7.008333333,971.47,1980,36.65,112.05,Luo 1996
Temperate/subtropical montane Populus-Betula deciduous forest,Shanxi,34,45876.51599,0.1814,314.01,9.75,1057.65,1480,36.65,113.3,Luo 1996
Temperate/subtropical montane Populus-Betula deciduous forest,Shanxi,27,29889.29889,0.1626,388.58,5.008333333,914.41,1900,36.8,112.05,Luo 1996
Temperate/subtropical montane Populus-Betula deciduous forest,Shanxi,59,111192.6606,0.0654,388.58,5.008333333,914.41,2210,36.86,112.03,Luo 1996
Temperate/subtropical montane Populus-Betula deciduous forest,Shanxi,36,55443.1513,0.1117,320.37,9.158333333,1046.74,1550,36.87,113.36,Luo 1996
Temperate/subtropical montane Populus-Betula deciduous forest,Shanxi,65,67307.69231,0.0936,363.25,5.875,940.23,1750,36.97,112.08,Luo 1996
Temperate/subtropical montane Populus-Betula deciduous forest,Shanxi,48,34483.73409,0.1414,327.06,7.441666667,991.83,1910,37.08,111.23,Luo 1996
Temperate/subtropical montane Populus-Betula deciduous forest,Shanxi,30,45104.09671,0.1489,353.39,6.691666667,978.44,1845,37.12,113.5,Luo 1996
Temperate/subtropical montane Populus-Betula deciduous forest,Shanxi,35,49382.32162,0.0939,353.39,6.691666667,978.44,2000,37.2,113.55,Luo 1996
Temperate/subtropical montane Populus-Betula deciduous forest,Shanxi,59,123613.4454,0.0357,341.48,6.058333333,959.69,1680,37.22,111.14,Luo 1996
Temperate/subtropical montane Populus-Betula deciduous forest,Shanxi,48,65015.19757,0.0987,325.29,6.125,970.69,1659,37.42,111.41,Luo 1996
Temperate/subtropical montane Populus-Betula deciduous forest,Shanxi,40,67229.26829,0.1025,334.74,5.691666667,958.87,1880,37.48,111.57,Luo 1996
Temperate/subtropical montane Populus-Betula deciduous forest,Shanxi,44,142544.757,0.0782,313.92,6.975,993.44,1810,37.48,111.68,Luo 1996
Temperate/subtropical montane Populus-Betula deciduous forest,Shanxi,26,31285.65846,0.2559,334.74,5.691666667,958.87,1772,37.52,111.57,Luo 1996
Temperate/subtropical montane Populus-Betula deciduous forest,Shanxi,54,83740.11299,0.0885,313.92,6.975,993.44,1750,37.55,111.66,Luo 1996
Temperate/subtropical montane Populus-Betula deciduous forest,Shanxi,46,50423.82589,0.0873,313.92,6.975,993.44,1925,37.57,111.63,Luo 1996
Temperate/subtropical montane Populus-Betula deciduous forest,Shanxi,35,53467.74194,0.1488,318.02,6.133333333,978.32,1550,37.67,111.39,Luo 1996
Temperate/subtropical montane Populus-Betula deciduous forest,Shanxi,39,79237.80488,0.0984,343.41,4.733333333,938.48,2230,37.67,111.52,Luo 1996
Temperate/subtropical montane Populus-Betula deciduous forest,Shanxi,58,68119.80033,0.0601,297.6,7.558333333,1012.23,1805,37.68,111.86,Luo 1996
Temperate/subtropical montane Populus-Betula deciduous forest,Shanxi,48,73947.77266,0.0651,343.41,4.733333333,938.48,1447,37.7,111.52,Luo 1996
Temperate/subtropical montane Populus-Betula deciduous forest,Shanxi,66,146328.3582,0.0335,343.41,4.733333333,938.48,2100,37.72,111.45,Luo 1996
Temperate/subtropical montane Populus-Betula deciduous forest,Shanxi,54,129098.1432,0.0377,332.66,4.908333333,950.37,1952,37.75,111.45,Luo 1996
Temperate/subtropical montane Populus-Betula deciduous forest,Shanxi,61,100201.4846,0.0943,332.66,4.908333333,950.37,1965,37.75,111.57,Luo 1996
Temperate/subtropical montane Populus-Betula deciduous forest,Shanxi,38,47633.50197,0.1779,332.66,4.908333333,950.37,1798,37.77,111.48,Luo 1996
Temperate/subtropical montane Populus-Betula deciduous forest,Shanxi,46,125278.2194,0.0629,332.66,4.908333333,950.37,2050,37.78,111.59,Luo 1996
Temperate/subtropical montane Populus-Betula deciduous forest,Shanxi,32,59568.73315,0.1113,333.38,4.741666667,941.25,1810,37.85,111.39,Luo 1996
Temperate/subtropical montane Populus-Betula deciduous forest,Shanxi,51,106560.1966,0.0814,332.45,4.383333333,936.7,1850,37.93,111.36,Luo 1996
Temperate/subtropical montane Populus-Betula deciduous forest,Shanxi,33,100329.8611,0.0576,339.78,4.05,924.89,2000,37.93,111.57,Luo 1996
Temperate/subtropical montane Populus-Betula deciduous forest,Shanxi,37,55366.69543,0.1159,339.78,4.05,924.89,1947,37.93,111.59,Luo 1996
Temperate/subtropical montane Populus-Betula deciduous forest,Shanxi,40,36416.96751,0.1108,339.78,4.05,924.89,1799,37.97,111.55,Luo 1996
Temperate/subtropical montane Populus-Betula deciduous forest,Shanxi,41,28902.14797,0.1676,332.45,4.383333333,936.7,1680,37.98,111.43,Luo 1996
Temperate/subtropical montane Populus-Betula deciduous forest,Shanxi,36,104263.9594,0.0788,332.45,4.383333333,936.7,1780,38.08,111.32,Luo 1996
Temperate/subtropical montane Populus-Betula deciduous forest,Shanxi,31,122495.7265,0.0585,314.26,4.775,954.64,1751,38.25,111.32,Luo 1996
Temperate/subtropical montane Populus-Betula deciduous forest,Shanxi,47,103025.8303,0.0542,314.26,4.775,954.64,2078,38.32,111.43,Luo 1996
Temperate/subtropical montane Populus-Betula deciduous forest,Shanxi,48,93288.49028,0.0669,314.26,4.775,954.64,1990,38.35,111.39,Luo 1996
Temperate/subtropical montane Populus-Betula deciduous forest,Shanxi,32,65412.89934,0.1659,314.26,4.775,954.64,1888,38.35,111.43,Luo 1996
Temperate/subtropical montane Populus-Betula deciduous forest,Shanxi,37,48153.59477,0.1224,310.65,4.608333333,951.39,1580,38.47,111.37,Luo 1996
Temperate/subtropical montane Populus-Betula deciduous forest,Shanxi,38,47604.16667,0.1344,293.97,5.816666667,986.01,1970,38.52,111.62,Luo 1996
Temperate/subtropical montane Populus-Betula deciduous forest,Shanxi,37,87110.81794,0.0758,318.02,3.816666667,929.19,2020,38.65,111.78,Luo 1996
Temperate/subtropical montane Populus-Betula deciduous forest,Shanxi,49,59298.24561,0.0741,310.74,4.691666667,950.51,2030,39.3,112.95,Luo 1996
Temperate/subtropical montane Populus-Betula deciduous forest,Shanxi,35,17574.52021,0.2449,273.42,5.058333333,980.11,2010,39.93,113.97,Luo 1996
Temperate/subtropical montane Populus-Betula deciduous forest,Shanxi,44,24247.66019,0.4167,524.74,11.46666667,875.09,2637,33.5,107.9,Luo 1996
Temperate/subtropical montane Populus-Betula deciduous forest,Shanxi,52,184656.7164,0.0335,469.67,12.93333333,863.2,2060,33.3,106.1,Luo 1996
Temperate/subtropical montane Populus-Betula deciduous forest,Shanxi,48,50859.06794,0.1781,562.77,10.55833333,858.37,2137,33.3,108.3,Luo 1996
Temperate/subtropical montane Populus-Betula deciduous forest,Shanxi,47,132222.2222,0.0432,562.77,10.55833333,858.37,1950,33.4,108.4,Luo 1996
Temperate/subtropical montane Populus-Betula deciduous forest,Shanxi,49,81166.66667,0.132,590.71,7.566666667,822.6,2210,33.5,108.5,Luo 1996
Temperate/subtropical montane Populus-Betula deciduous forest,Shanxi,56,351218.75,0.032,519.09,11.75,880.82,1700,33.5,108,Luo 1996
Temperate/subtropical montane Populus-Betula deciduous forest,Shanxi,65,70921.8107,0.1215,538.9,14.21666667,883.55,1700,33.2,107.5,Luo 1996
Temperate/subtropical montane Populus-Betula deciduous forest,Sichuan,83,193780,0.05,501.16,5.533333333,814.8,3200,32.98,104.19,Luo 1996
Temperate/subtropical montane Populus-Betula deciduous forest,Sichuan,45,49586.95652,0.23,419.6,2.733333333,933.4,3300,31.2,98.8,Luo 1996
Temperate/subtropical montane Populus-Betula deciduous forest,Sichuan,52,124971.5909,0.0704,527.94,8.2,906.85,2580,30.6,102.7,Luo 1996
Temperate/subtropical montane Populus-Betula deciduous forest,Sichuan,94,182755.2032,0.1009,576.69,-0.658333333,719.14,2600,31.4,103.1,Luo 1996
Temperate/subtropical montane Populus-Betula deciduous forest,Sichuan,49,67448.71795,0.078,377.37,11.69166667,901.09,3200,33.5,104.83,Luo 1996
Temperate/subtropical montane Populus-Betula deciduous forest,Sichuan,98,119256.4103,0.078,377.37,11.69166667,901.09,3200,33.53,104.91,Luo 1996
Temperate/subtropical montane Populus-Betula deciduous forest,Sichuan,110,102866.6667,0.12,495.77,1.375,765.67,3180,33.57,103.69,Luo 1996
Temperate/subtropical montane Populus-Betula deciduous forest,Sichuan,72,153388.0597,0.067,497.87,2.625,799.66,3200,33.33,103.77,Luo 1996
Temperate/subtropical montane Populus-Betula deciduous forest,Sichuan,63,178674.5214,0.0679,578.85,-0.458333333,750.96,2850,30.9,102.3,Luo 1996
Temperate/subtropical montane Populus-Betula deciduous forest,Sichuan,82,211674.4186,0.043,547.08,8.933333333,907.84,2185,30.9,103.1,Luo 1996
Temperate/subtropical montane Populus-Betula deciduous forest,Tibet,50,405786.2903,0.0496,466.64,8.558333333,1004.04,2300,30.1,95,Luo 1996
Temperate/subtropical montane Populus-Betula deciduous forest,Tibet,58,89404.7619,0.0672,304.9,-0.041666667,853.6,3355,29.5,93.3,Luo 1996
Temperate/subtropical montane Populus-Betula deciduous forest,Tibet,50,314630.8725,0.0149,171.92,-0.283333333,865.73,3500,28.9,85.2,Luo 1996
Temperate/subtropical montane Populus-Betula deciduous forest,Tibet,81,428021.5827,0.0278,572.99,9.025,1008.09,2335,28.7,96.7,Luo 1996
Temperate/subtropical montane Populus-Betula deciduous forest,Tibet,50,48928.91451,0.2082,599.08,9.383333333,1002.27,2010,28.4,97,Luo 1996
Temperate/subtropical montane Populus-Betula deciduous forest,Yunnan,72,120170.7498,0.1347,572.27,11.01666667,1039.9,3012,27.1,99.2,Luo 1996
Temperate/subtropical montane Populus-Betula deciduous forest,Yunnan,222,106733.3333,0.225,753.09,15.00833333,909.39,3640,27.1,107.8,Luo 1996
Temperate/subtropical montane Populus-Betula deciduous forest,Yunnan,26,19082.88686,0.3173,532.77,6.333333333,946.87,3400,27.7,99.7,Luo 1996
Desert riverside woodland,Sinkiang,35,99871.42857,0.07,3.85,12.325,1297.19,900,38.4,80.8,Luo 1996
Desert riverside woodland,Sinkiang,50,283400,0.01,3.02,11.74166667,1489.73,900,40.1,88.1,Luo 1996
Desert riverside woodland,Sinkiang,40,362833.3333,0.012,9.09,11.59166667,1233.25,900,40.4,80.6,Luo 1996
Desert riverside woodland,Sinkiang,33,65787.5,0.08,12.08,11.54166667,1336.63,925,41.5,85.2,Luo 1996
Desert riverside woodland,Sinkiang,40,486571.4286,0.014,59.36,6.858333333,1081.39,900,41.7,82.9,Luo 1996
Desert riverside woodland,Sinkiang,40,51044.17671,0.0498,9.08,11.45833333,1240.47,900,40.4,80.8,Luo 1996
Desert riverside woodland,Sinkiang,53,100623.608,0.0449,16.4,10.93333333,1289.23,950,41.7,84.3,Luo 1996
Desert riverside woodland,Sinkiang,30,23503.74065,0.2406,72.61,9.683333333,1248.77,650,44.3,86.2,Luo 1996
Desert riverside woodland,Sinkiang,25,172375.4789,0.0261,85.67,5.233333333,1027.6,500,48,86.4,Luo 1996
Subtropical mixed evergreen-deciduous broadleaved forest,Fujian,114,101902.439,0.205,1186.5,16.51666667,1014.6,1330,27.1,117.3,Luo 1996
Subtropical mixed evergreen-deciduous broadleaved forest,Fujian,25,89982.51748,0.1144,1162.29,17.65,1055.22,470,27.3,117.3,Luo 1996
Subtropical mixed evergreen-deciduous broadleaved forest,Guizhou,87,114165.1148,0.1611,787.43,15.475,946.62,1093,26.4,106.7,Luo 1996
Subtropical mixed evergreen-deciduous broadleaved forest,Guizhou,80,137072.1358,0.2121,776.48,13.45,866.15,1580,28.2,107,Luo 1996
Subtropical mixed evergreen-deciduous broadleaved forest,Guizhou,100,59466.66667,0.15,861.73,18.36666667,1011.65,600,25.25,107.98,Luo 1996
Subtropical mixed evergreen-deciduous broadleaved forest,Guizhou,121,165239.2489,0.1651,772.61,13.13333333,854.93,1985,28.1,106.8,Luo 1996
Subtropical mixed evergreen-deciduous broadleaved forest,Guizhou,23,31172.49603,0.2516,634.71,11.51666667,980.69,2150,26.8,104.2,Luo 1996
Subtropical mixed evergreen-deciduous broadleaved forest,Guizhou,40,38952.17391,0.23,813.36,16.23333333,960.68,1420,26,108,Luo 1996
Subtropical mixed evergreen-deciduous broadleaved forest,Henan,36,58500,0.182,434.09,11.775,985.78,1296,33.6,111.6,Luo 1996
Subtropical mixed evergreen-deciduous broadleaved forest,Henan,23,31337.57962,0.1884,417.63,12.49166667,1002.45,1080,33.6,111.3,Luo 1996
Subtropical mixed evergreen-deciduous broadleaved forest,Henan,34,35734.46328,0.2478,633.78,15.29166667,1033.85,500,31.6,114.8,Luo 1996
Subtropical mixed evergreen-deciduous broadleaved forest,Henan,51,68937.5,0.16,412.05,13.53333333,1023.4,1142,33.5,111.7,Luo 1996
Subtropical mixed evergreen-deciduous broadleaved forest,Hubei,54,135093.8776,0.1225,798.92,9.008333333,815.44,1827,31.7,110.6,Luo 1996
Subtropical mixed evergreen-deciduous broadleaved forest,Hubei,31,92527.14709,0.1013,647.96,11.96666667,900.42,1600,32,110.7,Luo 1996
Subtropical mixed evergreen-deciduous broadleaved forest,Hubei,51,82557.51015,0.1478,712.72,15.36666667,943.46,1730,31.13,110.3,Luo 1996
Subtropical mixed evergreen-deciduous broadleaved forest,Hunan,20,61324.07407,0.108,913.65,15.64166667,940.92,500,29.1,110.4,Luo 1996
Subtropical mixed evergreen-deciduous broadleaved forest,Hunan,130,308051.9481,0.0539,918.54,15.60833333,930.54,1210,29.3,110.1,Luo 1996
Subtropical mixed evergreen-deciduous broadleaved forest,Shanxi,95,237043.4783,0.0575,565.44,14.09166667,905.71,1800,33,108.2,Luo 1996
Subtropical mixed evergreen-deciduous broadleaved forest,Sichuan,58,130873.3624,0.1145,657.32,13.81666667,849.59,1635,32.3,106.8,Luo 1996
Subtropical mixed evergreen-deciduous broadleaved forest,Tibet,93,1016523.297,0.0279,572.99,9.025,1008.09,2075,28.7,96.7,Luo 1996
Subtropical mixed evergreen-deciduous broadleaved forest,Yunnan,75,125883.9406,0.1482,572.27,11.01666667,1039.9,2518,27.1,99.2,Luo 1996
Subtropical mixed evergreen-deciduous broadleaved forest,Yunnan,101,176791.6999,0.1253,532.77,6.333333333,946.87,2600,27.7,99.7,Luo 1996
Subtropical evergreen broadleaved forest,Fujian,45,100937.2937,0.1515,1071.43,18.88333333,1087.45,400,25.8,116.3,Luo 1996
Subtropical evergreen broadleaved forest,Fujian,71,744671.6698,0.0533,692.68,20.10833333,1152.9,400,26,119.3,Luo 1996
Subtropical evergreen broadleaved forest,Fujian,47,213911.3924,0.158,833.31,19.21666667,1124.69,400,24.7,117.2,Luo 1996
Subtropical evergreen broadleaved forest,Fujian,20,71121.73913,0.23,1085.79,18.3,1068.58,870,27,118.1,Luo 1996
Subtropical evergreen broadleaved forest,Fujian,120,286442.5532,0.1175,1114.31,17.84166667,1054.04,380,27.1,118.1,Luo 1996
Subtropical evergreen broadleaved forest,Fujian,50,85817.54386,0.285,911.94,18.575,1092.88,650,26.3,118.7,Luo 1996
Subtropical evergreen broadleaved forest,Fujian,200,3191866.667,0.015,1033.16,18.89166667,1089.5,860,26.7,118,Luo 1996
Subtropical evergreen broadleaved forest,Fujian,40,28462.96296,0.54,1033.16,18.89166667,1089.5,1100,26.6,118.1,Luo 1996
Subtropical evergreen broadleaved forest,Fujian,29,90709.21986,0.1833,1142.9,17.375,1047.35,550,27.6,118.5,Luo 1996
Subtropical evergreen broadleaved forest,Fujian,99,750880,0.0625,973.57,19.54166667,1080.36,423,26.1,117.4,Luo 1996
Subtropical evergreen broadleaved forest,Fujian,45,153720.7358,0.1196,962.03,19.575,1124.25,750,25,116.4,Luo 1996
Subtropical evergreen broadleaved forest,Fujian,40,221122.1945,0.1203,1197.31,16.125,1010.02,750,27.2,117.1,Luo 1996
Subtropical evergreen broadleaved forest,Fujian,55,121891.5888,0.2675,1128.81,18.13333333,1063.1,793,27.1,117.6,Luo 1996
Subtropical evergreen broadleaved forest,Fujian,115,1039160.671,0.0417,1162.29,17.65,1055.22,438,27.3,117.4,Luo 1996
Subtropical evergreen broadleaved forest,Fujian,80,982240.1848,0.0433,1149.44,17.05833333,1029.98,415,27,117.6,Luo 1996
Subtropical evergreen broadleaved forest,Fujian,50,176000,0.15,903.13,18.575,1104.32,450,25.2,117.5,Luo 1996
Subtropical evergreen broadleaved forest,Guangdong,200,434553.5714,0.0672,955.29,21.90833333,1173.19,270,23.13,112.58,Luo 1996
Subtropical evergreen broadleaved forest,Guangdong,22,150523.8095,0.105,908.97,23.58333333,1254.85,80,20.7,110,Luo 1996
Subtropical evergreen broadleaved forest,Guangdong,100,75201.92565,0.3739,988.89,20.26666667,1110.06,380,23.45,111.88,Luo 1996
Subtropical evergreen broadleaved forest,Guangdong,25,306895.2381,0.0525,970.09,22.26666667,1232.73,400,22.9,115.6,Luo 1996
Subtropical evergreen broadleaved forest,Guangdong,25,86204.52986,0.1457,1027.66,18.91666667,1104.06,500,24.9,114,Luo 1996
Subtropical evergreen broadleaved forest,Guangxi,35,84804.54545,0.22,1069.51,18.74166667,1043.23,500,24.83,110.82,Luo 1996
Subtropical evergreen broadleaved forest,Guangxi,51,311210.8844,0.0735,910.2,17.54166667,996.82,1002,25.1,108.62,Luo 1996
Subtropical evergreen broadleaved forest,Guangxi,35,240687.5,0.08,-9999,-9999,-9999,820,25.45,109.97,Luo 1996
Subtropical evergreen broadleaved forest,Guangxi,40,114411.5669,0.1487,1073.1,16.11666667,965.91,1085,25.45,109.93,Luo 1996
Subtropical evergreen broadleaved forest,Guangxi,60,300145.1613,0.062,1077.65,16.80833333,982.42,1680,25.6,109.98,Luo 1996
Subtropical evergreen broadleaved forest,Guangxi,30,240601.2024,0.0499,1124.4,16.89166667,992.76,550,25.17,110.64,Luo 1996
